Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR,is_imputed
2024-01-16 12:00:00,26.19,5.0,300.0,919345995.0,0
2024-01-16 18:00:00,27.18,10.0,6.0,837675286.984589,1
2024-01-17 00:00:00,27.18,10.0,6.0,906890360.8521907,1
2024-01-17 06:00:00,27.18,10.0,6.0,926880801.5766442,1
2024-01-17 12:00:00,28.84,10.0,6.0,832472013.0,0
2024-01-17 18:00:00,27.18,10.0,6.0,920189091.2908436,1
2024-01-18 00:00:00,27.25,5.0,300.0,915304141.0,0
2024-01-18 06:00:00,27.18,10.0,6.0,916106671.9847672,1
2024-01-18 12:00:00,30.14,5.0,300.0,910757504.0,0
2024-01-18 18:00:00,36.33,5.0,300.0,935118954.0,0
2024-01-19 00:00:00,27.18,10.0,6.0,912511988.5208635,1
2024-01-19 06:00:00,36.19,5.0,300.0,915092870.0,0
2024-01-19 12:00:00,32.36,7.0,300.0,918137552.0,0
2024-01-19 18:00:00,33.41,5.0,300.0,920548828.0,0
2024-01-20 00:00:00,27.18,10.0,6.0,915755588.0783689,1
2024-01-20 06:00:00,39.57,5.0,300.0,919654471.5,0
2024-01-20 12:00:00,27.18,10.0,6.0,918925778.2673502,1
2024-01-20 18:00:00,23.91,5.0,300.0,934764385.0,0
2024-01-21 00:00:00,27.44,5.0,300.0,935690664.0,0
2024-01-21 06:00:00,27.82,5.0,300.0,783987671.5,0
2024-01-21 12:00:00,28.34,5.0,300.0,924059401.0,0
2024-01-21 18:00:00,43.65,5.0,300.0,916434392.0,0
2024-01-22 00:00:00,40.51,5.0,300.0,919023516.0,0
2024-01-22 06:00:00,41.22,5.0,300.0,916120107.0,0
2024-01-22 12:00:00,27.18,10.0,6.0,919483926.9472322,1
2024-01-22 18:00:00,27.18,10.0,6.0,919447569.9438877,1
2024-01-23 00:00:00,29.2,5.0,300.0,894767354.0,0
2024-01-23 06:00:00,22.67,5.0,300.0,908886013.0,0
2024-01-23 12:00:00,23.84,5.0,300.0,879075887.0,0
2024-01-23 18:00:00,33.79,5.0,300.0,876623522.0,0
2024-01-24 00:00:00,30.0,5.0,300.0,911686363.0,0
2024-01-24 06:00:00,36.28,5.0,300.0,869119257.0,0
2024-01-24 12:00:00,27.18,10.0,6.0,913184256.2153769,1
2024-01-24 18:00:00,28.77,5.0,300.0,832676166.0,0
2024-01-25 00:00:00,27.18,10.0,6.0,909875532.4186897,1
2024-01-25 06:00:00,27.18,10.0,6.0,916006297.2034638,1
2024-01-25 12:00:00,28.3,5.0,300.0,799678245.0,0
2024-01-25 18:00:00,41.17,5.0,300.0,859887317.0,0
2024-01-26 00:00:00,27.18,10.0,6.0,910184724.1505679,1
2024-01-26 06:00:00,27.18,10.0,6.0,916736029.1906708,1
2024-01-26 12:00:00,27.18,10.0,6.0,917792848.8477948,1
2024-01-26 18:00:00,35.3,5.0,300.0,872054259.5,0
2024-01-27 00:00:00,27.18,10.0,6.0,910334524.7985607,1
2024-01-27 06:00:00,34.38,5.0,300.0,906705389.0,0
2024-01-27 12:00:00,31.12,5.0,300.0,849660652.5,0
2024-01-27 18:00:00,41.57,5.0,300.0,841599090.0,0
2024-01-28 00:00:00,39.96,5.0,300.0,913520187.0,0
2024-01-28 06:00:00,40.27,5.0,300.0,882477590.0,0
2024-01-28 12:00:00,40.21,5.0,300.0,815762972.5,0
2024-01-28 18:00:00,34.55,5.0,300.0,843799115.5,0
2024-01-29 00:00:00,27.18,10.0,6.0,910271437.8322489,1
2024-01-29 06:00:00,34.82,5.0,300.0,901849623.5,0
2024-01-29 12:00:00,35.35,6.0,300.0,852654159.0,0
2024-01-29 18:00:00,40.67,5.0,300.0,840126655.0,0
2024-01-30 00:00:00,27.18,10.0,6.0,908269694.9750574,1
2024-01-30 06:00:00,27.67,5.0,300.0,874723280.0,0
2024-01-30 12:00:00,27.18,10.0,6.0,908599759.7257756,1
2024-01-30 18:00:00,27.21,5.0,300.0,907729338.5,0
2024-01-31 00:00:00,27.18,10.0,6.0,908495157.7529407,1
2024-01-31 06:00:00,28.95,5.0,300.0,923116926.0,0
